classify,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,fibrous,g,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,w,p,p,w,o,p,k,several,d
edible,convex,scaly,n,t,none,f,c,b,p,t,bulbous,s,s,p,w,p,w,o,p,n,several,d
edible,flat,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,p,g,p,w,o,p,n,solitary,d
edible,flat,scaly,e,t,none,f,c,b,p,t,bulbous,s,s,p,p,p,w,o,p,k,several,d
edible,flat,smooth,g,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,p,p,p,w,o,p,n,solitary,d
edible,convex,scaly,g,t,none,f,c,b,p,t,bulbous,s,s,g,p,p,w,o,p,k,solitary,d
edible,convex,fibrous,g,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
poisonous,flat,smooth,n,t,pungent,f,c,n,n,e,equal,s,s,w,w,p,w,o,p,n,scattered,g
edible,flat,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,g,w,p,w,o,p,k,several,d
poisonous,convex,smooth,n,t,pungent,f,c,n,n,e,equal,s,s,w,w,p,w,o,p,k,several,g
edible,convex,smooth,w,t,almond,f,c,b,n,e,club,s,s,w,w,p,w,o,p,n,scattered,g
edible,convex,smooth,w,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,k,abundant,g
edible,convex,scaly,y,t,almond,f,c,b,g,e,club,s,s,w,w,p,w,o,p,n,scattered,g
poisonous,convex,fibrous,g,f,foul,f,c,b,h,e,bulbous,k,k,n,b,p,w,o,l,h,solitary,g
edible,flat,smooth,n,f,none,f,w,b,k,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,flat,smooth,w,f,none,f,w,b,p,t,equal,f,f,w,w,p,w,o,e,n,scattered,g
edible,convex,fibrous,n,t,none,f,c,b,p,t,bulbous,s,s,g,g,p,w,o,p,k,several,d
edible,flat,smooth,n,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,n,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
poisonous,convex,smooth,w,t,pungent,f,c,n,p,e,equal,s,s,w,w,p,w,o,p,k,several,u
edible,flat,fibrous,n,t,none,f,c,b,p,t,bulbous,s,s,p,g,p,w,o,p,n,solitary,d
edible,convex,scaly,w,t,anise,f,c,b,k,e,club,s,s,w,w,p,w,o,p,n,numerous,g
edible,flat,fibrous,g,f,none,f,w,b,n,t,equal,f,s,w,w,p,w,o,e,k,scattered,g
edible,convex,scaly,e,t,none,f,c,b,n,t,bulbous,s,s,w,g,p,w,o,p,n,several,d
edible,flat,fibrous,w,f,none,f,w,b,n,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,convex,smooth,g,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,convex,scaly,n,t,none,f,c,b,n,t,bulbous,s,s,w,p,p,w,o,p,k,several,d
edible,convex,scaly,g,t,none,f,c,b,w,t,bulbous,s,s,w,g,p,w,o,p,n,solitary,d
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,g,w,p,w,o,p,k,several,d
edible,flat,smooth,w,f,none,f,w,b,n,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,p,w,p,w,o,p,k,several,d
edible,convex,fibrous,n,t,none,f,c,b,u,t,bulbous,s,s,g,g,p,w,o,p,n,several,d
edible,convex,fibrous,e,t,none,f,c,b,w,t,bulbous,s,s,g,w,p,w,o,p,n,several,d
edible,convex,scaly,n,t,none,f,c,b,w,t,bulbous,s,s,p,g,p,w,o,p,n,solitary,d
edible,flat,fibrous,w,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,n,scattered,g
edible,convex,scaly,n,t,none,f,c,b,p,t,bulbous,s,s,p,w,p,w,o,p,k,solitary,d
edible,convex,smooth,g,f,none,f,w,b,n,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,g,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,k,abundant,g
edible,flat,fibrous,w,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,scaly,g,t,none,f,c,b,p,t,bulbous,s,s,w,p,p,w,o,p,k,several,d
poisonous,flat,scaly,n,t,pungent,f,c,n,k,e,equal,s,s,w,w,p,w,o,p,n,scattered,u
edible,convex,scaly,e,t,none,f,c,b,p,t,bulbous,s,s,p,g,p,w,o,p,k,several,d
edible,flat,fibrous,w,f,none,f,w,b,p,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,flat,smooth,g,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,convex,scaly,g,t,none,f,c,b,w,t,bulbous,s,s,g,p,p,w,o,p,n,several,d
edible,flat,fibrous,g,t,none,f,c,b,p,t,bulbous,s,s,p,w,p,w,o,p,k,several,d
edible,convex,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,g,w,p,w,o,p,k,several,d
edible,flat,fibrous,e,t,none,f,c,b,n,t,bulbous,s,s,w,p,p,w,o,p,k,several,d
edible,convex,smooth,w,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,e,t,none,f,c,b,w,t,bulbous,s,s,w,g,p,w,o,p,n,several,d
edible,convex,fibrous,n,t,none,f,c,b,p,t,bulbous,s,s,w,p,p,w,o,p,k,several,d
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,w,w,p,w,o,p,k,solitary,d
edible,convex,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,p,w,p,w,o,p,n,solitary,d
edible,convex,fibrous,y,t,almond,f,w,n,w,t,bulbous,s,s,w,w,p,w,o,p,n,several,d
edible,convex,fibrous,e,t,none,f,c,b,w,t,bulbous,s,s,g,g,p,w,o,p,n,several,d
poisonous,flat,smooth,w,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,n,several,g
edible,convex,smooth,w,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,e,t,none,f,c,b,u,t,bulbous,s,s,g,g,p,w,o,p,n,solitary,d
edible,convex,scaly,n,t,none,f,c,b,w,t,bulbous,s,s,p,p,p,w,o,p,k,several,d
edible,convex,fibrous,w,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,g,t,none,f,c,b,w,t,bulbous,s,s,p,w,p,w,o,p,n,solitary,d
edible,convex,smooth,g,f,none,f,w,b,n,t,equal,s,s,w,w,p,w,o,e,n,scattered,g
edible,convex,scaly,e,t,none,f,c,b,w,t,bulbous,s,s,p,g,p,w,o,p,n,solitary,d
edible,convex,scaly,n,t,none,f,c,b,u,t,bulbous,s,s,p,w,p,w,o,p,n,several,d
edible,convex,smooth,w,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,k,abundant,g
edible,convex,smooth,n,f,none,f,w,b,n,t,equal,s,f,w,w,p,w,o,e,k,abundant,g
edible,convex,smooth,w,f,none,f,w,b,n,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,convex,smooth,n,f,none,f,w,b,n,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,flat,fibrous,e,t,none,f,c,b,n,t,bulbous,s,s,p,g,p,w,o,p,n,solitary,d
edible,flat,fibrous,w,f,none,f,w,b,n,t,equal,s,f,w,w,p,w,o,e,k,abundant,g
edible,flat,fibrous,g,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,k,abundant,g
edible,convex,scaly,e,t,none,f,c,b,w,t,bulbous,s,s,g,g,p,w,o,p,n,several,d
edible,convex,fibrous,e,t,none,f,c,b,p,t,bulbous,s,s,p,w,p,w,o,p,n,solitary,d
edible,convex,scaly,g,t,none,f,c,b,u,t,bulbous,s,s,w,w,p,w,o,p,n,several,d
edible,convex,fibrous,e,t,none,f,c,b,p,t,bulbous,s,s,w,g,p,w,o,p,k,solitary,d
edible,flat,smooth,n,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,n,scattered,g
edible,convex,smooth,w,f,none,f,w,b,n,t,equal,s,s,w,w,p,w,o,e,k,abundant,g
edible,convex,smooth,w,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,w,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,e,t,none,f,c,b,u,t,bulbous,s,s,g,p,p,w,o,p,n,several,d
edible,convex,fibrous,n,t,none,f,c,b,u,t,bulbous,s,s,g,g,p,w,o,p,n,solitary,d
edible,flat,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,g,p,p,w,o,p,k,several,d
edible,flat,fibrous,w,t,anise,f,w,n,p,t,bulbous,s,s,w,w,p,w,o,p,n,several,d
edible,flat,fibrous,w,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
poisonous,flat,scaly,w,t,pungent,f,c,n,n,e,equal,s,s,w,w,p,w,o,p,k,scattered,g
edible,flat,fibrous,g,t,none,f,c,b,n,t,bulbous,s,s,g,g,p,w,o,p,k,several,d
edible,convex,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,w,g,p,w,o,p,n,several,d
edible,convex,smooth,w,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,w,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,n,abundant,g
edible,convex,smooth,n,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,n,f,none,f,w,b,n,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,smooth,g,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,scaly,n,t,none,f,c,b,w,t,bulbous,s,s,g,g,p,w,o,p,n,several,d
edible,convex,fibrous,n,t,none,f,c,b,u,t,bulbous,s,s,p,p,p,w,o,p,n,solitary,d
edible,flat,smooth,g,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,n,scattered,g
edible,flat,smooth,n,f,none,f,w,b,n,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,convex,smooth,g,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
edible,flat,fibrous,g,t,none,f,c,b,n,t,bulbous,s,s,p,w,p,w,o,p,k,solitary,d
edible,convex,smooth,w,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,n,abundant,g
edible,flat,fibrous,n,f,none,f,w,b,k,t,equal,s,f,w,w,p,w,o,e,n,abundant,g
edible,flat,smooth,w,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,g,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,n,scattered,g
edible,flat,fibrous,n,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,flat,fibrous,n,f,none,f,w,b,p,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,w,p,p,w,o,p,n,several,d
edible,flat,smooth,g,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,k,abundant,g
edible,flat,smooth,w,f,none,f,w,b,n,t,equal,f,f,w,w,p,w,o,e,n,scattered,g
edible,convex,scaly,e,t,none,f,c,b,p,t,bulbous,s,s,g,w,p,w,o,p,k,several,d
edible,convex,scaly,g,t,none,f,c,b,u,t,bulbous,s,s,g,g,p,w,o,p,k,several,d
edible,convex,scaly,e,t,none,f,c,b,n,t,bulbous,s,s,g,p,p,w,o,p,k,several,d
edible,convex,fibrous,g,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,flat,fibrous,g,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,flat,scaly,y,t,anise,f,c,b,p,e,rooted,s,y,w,w,p,w,o,p,n,solitary,g
poisonous,flat,scaly,w,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,k,several,u
edible,flat,smooth,n,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,flat,fibrous,n,f,none,f,w,b,k,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,flat,fibrous,n,t,none,f,c,b,p,t,bulbous,s,s,g,w,p,w,o,p,k,several,d
edible,convex,fibrous,e,t,none,f,c,b,u,t,bulbous,s,s,g,w,p,w,o,p,k,solitary,d
edible,flat,fibrous,g,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,n,f,none,f,w,b,n,t,equal,f,s,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,g,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,n,scattered,g
edible,convex,scaly,e,t,none,f,c,b,w,t,bulbous,s,s,g,w,p,w,o,p,n,several,d
edible,flat,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,g,w,p,w,o,p,k,several,d
edible,convex,fibrous,n,f,none,f,w,b,p,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,n,f,none,f,w,b,p,t,equal,s,f,w,w,p,w,o,e,k,abundant,g
edible,flat,smooth,w,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,flat,smooth,g,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
poisonous,flat,scaly,w,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,k,scattered,u
edible,bell,smooth,w,t,almond,f,c,b,k,e,club,s,s,w,w,p,w,o,p,n,scattered,g
edible,convex,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,g,w,p,w,o,p,n,several,d
edible,flat,fibrous,g,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,n,f,none,f,w,b,k,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
edible,convex,smooth,n,f,none,f,w,b,k,t,equal,s,f,w,w,p,w,o,e,n,scattered,g
edible,flat,smooth,w,t,anise,f,w,n,n,t,bulbous,s,s,w,w,p,w,o,p,u,several,d
edible,convex,fibrous,w,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,smooth,w,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,k,abundant,g
edible,convex,smooth,g,f,none,f,w,b,k,t,equal,f,s,w,w,p,w,o,e,k,scattered,g
edible,convex,scaly,e,t,none,f,c,b,p,t,bulbous,s,s,w,p,p,w,o,p,k,several,d
edible,flat,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,g,p,p,w,o,p,k,several,d
edible,convex,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,w,w,p,w,o,p,k,several,d
edible,flat,fibrous,w,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,flat,smooth,n,f,none,f,w,b,n,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
poisonous,flat,smooth,w,t,pungent,f,c,n,k,e,equal,s,s,w,w,p,w,o,p,n,several,u
edible,flat,fibrous,n,f,none,f,w,b,p,t,equal,f,f,w,w,p,w,o,e,n,scattered,g
edible,convex,scaly,g,t,none,f,c,b,w,t,bulbous,s,s,g,g,p,w,o,p,n,solitary,d
edible,convex,scaly,g,t,none,f,c,b,n,t,bulbous,s,s,g,g,p,w,o,p,n,several,d
edible,convex,fibrous,g,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,g,t,none,f,c,b,w,t,bulbous,s,s,p,p,p,w,o,p,n,several,d
edible,convex,scaly,e,t,none,f,c,b,u,t,bulbous,s,s,p,p,p,w,o,p,n,several,d
edible,convex,fibrous,g,t,none,f,c,b,p,t,bulbous,s,s,g,p,p,w,o,p,k,solitary,d
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,p,w,p,w,o,p,n,several,d
edible,convex,fibrous,n,t,none,f,c,b,p,t,bulbous,s,s,p,g,p,w,o,p,k,several,d
poisonous,convex,smooth,w,t,pungent,f,c,n,p,e,equal,s,s,w,w,p,w,o,p,k,several,g
edible,convex,fibrous,n,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,convex,scaly,n,t,none,f,c,b,w,t,bulbous,s,s,p,p,p,w,o,p,n,several,d
edible,convex,fibrous,g,t,none,f,c,b,p,t,bulbous,s,s,w,g,p,w,o,p,n,solitary,d
poisonous,flat,scaly,n,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,n,scattered,g
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,w,g,p,w,o,p,k,solitary,d
edible,convex,fibrous,g,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,e,t,none,f,c,b,u,t,bulbous,s,s,g,g,p,w,o,p,k,several,d
edible,flat,fibrous,n,f,none,f,w,b,k,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
edible,flat,smooth,w,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,n,abundant,g
edible,flat,smooth,n,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,convex,scaly,e,t,none,f,c,b,w,t,bulbous,s,s,w,g,p,w,o,p,n,several,d
edible,flat,smooth,n,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,k,scattered,g
edible,flat,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,p,p,p,w,o,p,n,several,d
edible,flat,smooth,w,f,none,f,w,b,h,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,n,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,flat,fibrous,n,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,n,scattered,g
poisonous,convex,smooth,n,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,k,several,u
edible,convex,fibrous,n,t,none,f,c,b,p,t,bulbous,s,s,w,w,p,w,o,p,k,solitary,d
edible,flat,smooth,n,f,none,f,w,b,k,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
poisonous,flat,scaly,w,t,pungent,f,c,n,n,e,equal,s,s,w,w,p,w,o,p,n,scattered,g
edible,convex,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,p,g,p,w,o,p,n,several,d
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,w,p,p,w,o,p,n,solitary,d
edible,flat,fibrous,n,f,none,f,w,b,p,t,equal,f,f,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,e,t,none,f,c,b,p,t,bulbous,s,s,g,g,p,w,o,p,k,several,d
edible,flat,fibrous,w,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,n,scattered,g
edible,convex,fibrous,w,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,k,scattered,g
edible,convex,scaly,w,t,anise,f,c,b,k,e,club,s,s,w,w,p,w,o,p,k,numerous,m
edible,convex,smooth,w,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
edible,convex,scaly,g,t,none,f,c,b,u,t,bulbous,s,s,p,g,p,w,o,p,n,several,d
edible,convex,fibrous,g,t,none,f,c,b,n,t,bulbous,s,s,g,w,p,w,o,p,k,solitary,d
edible,convex,smooth,g,f,none,f,w,b,n,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
poisonous,flat,scaly,w,t,pungent,f,c,n,n,e,equal,s,s,w,w,p,w,o,p,n,scattered,u
edible,convex,fibrous,e,t,none,f,c,b,w,t,bulbous,s,s,w,p,p,w,o,p,n,several,d
poisonous,flat,smooth,n,t,pungent,f,c,n,n,e,equal,s,s,w,w,p,w,o,p,k,scattered,u
poisonous,flat,scaly,n,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,n,several,g
edible,convex,fibrous,g,t,none,f,c,b,p,t,bulbous,s,s,p,p,p,w,o,p,n,several,d
edible,flat,smooth,n,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,g,t,none,f,c,b,p,t,bulbous,s,s,g,w,p,w,o,p,n,solitary,d
edible,convex,fibrous,n,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,p,g,p,w,o,p,n,solitary,d
edible,flat,smooth,n,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
edible,flat,fibrous,n,f,none,f,w,b,p,t,equal,s,f,w,w,p,w,o,e,k,abundant,g
edible,convex,smooth,n,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,convex,smooth,n,f,none,f,w,b,k,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,g,g,p,w,o,p,n,several,d
edible,convex,scaly,e,t,none,f,c,b,u,t,bulbous,s,s,g,w,p,w,o,p,n,several,d
edible,flat,smooth,n,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,n,t,none,f,c,b,w,t,bulbous,s,s,g,g,p,w,o,p,k,solitary,d
poisonous,flat,scaly,w,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,n,several,u
edible,convex,scaly,y,t,anise,f,c,b,n,e,rooted,s,y,w,w,p,w,o,p,n,scattered,g
poisonous,flat,smooth,n,t,pungent,f,c,n,p,e,equal,s,s,w,w,p,w,o,p,k,scattered,g
edible,flat,fibrous,w,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,n,scattered,g
edible,flat,fibrous,n,f,none,f,w,b,n,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
poisonous,flat,smooth,n,t,pungent,f,c,n,w,e,equal,s,s,w,w,p,w,o,p,n,several,g
edible,convex,smooth,n,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,n,f,none,f,w,b,n,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,e,t,none,f,c,b,u,t,bulbous,s,s,g,w,p,w,o,p,k,several,d
edible,flat,fibrous,n,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,w,f,none,f,w,b,k,t,equal,s,s,w,w,p,w,o,e,n,scattered,g
edible,flat,smooth,g,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,flat,fibrous,w,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,k,scattered,g
edible,flat,smooth,y,t,almond,f,w,n,n,t,bulbous,s,s,w,w,p,w,o,p,n,several,d
edible,flat,fibrous,w,t,almond,f,w,n,n,t,bulbous,s,s,w,w,p,w,o,p,n,several,d
edible,flat,fibrous,n,f,none,f,w,b,p,t,equal,s,f,w,w,p,w,o,e,n,abundant,g
edible,convex,fibrous,n,t,none,f,c,b,u,t,bulbous,s,s,w,w,p,w,o,p,n,solitary,d
edible,convex,scaly,g,t,none,f,c,b,n,t,bulbous,s,s,g,p,p,w,o,p,k,solitary,d
edible,convex,fibrous,n,t,none,f,c,b,u,t,bulbous,s,s,w,g,p,w,o,p,n,solitary,d
edible,convex,fibrous,n,f,none,f,w,b,k,t,equal,s,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,w,w,p,w,o,p,n,solitary,d
edible,convex,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,p,p,p,w,o,p,k,several,d
edible,convex,fibrous,g,f,none,f,w,b,p,t,equal,f,s,w,w,p,w,o,e,k,abundant,g
edible,convex,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,w,p,p,w,o,p,n,several,d
edible,convex,smooth,n,f,none,f,w,b,h,t,equal,f,f,w,w,p,w,o,e,k,abundant,g
edible,bell,scaly,w,t,anise,f,c,b,k,e,club,s,s,w,w,p,w,o,p,k,scattered,m
edible,convex,scaly,e,t,none,f,c,b,u,t,bulbous,s,s,w,p,p,w,o,p,k,several,d
edible,flat,smooth,n,f,none,f,w,b,h,t,equal,s,f,w,w,p,w,o,e,n,scattered,g
edible,convex,fibrous,e,t,none,f,c,b,w,t,bulbous,s,s,p,p,p,w,o,p,k,solitary,d
edible,flat,scaly,n,t,none,f,c,b,p,t,bulbous,s,s,g,g,p,w,o,p,k,solitary,d
edible,convex,scaly,g,t,none,f,c,b,u,t,bulbous,s,s,p,g,p,w,o,p,k,several,d
edible,convex,smooth,g,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,convex,smooth,n,f,none,f,w,b,k,t,equal,f,s,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,g,f,none,f,w,b,p,t,equal,f,f,w,w,p,w,o,e,n,abundant,g
edible,convex,smooth,g,f,none,f,w,b,n,t,equal,s,s,w,w,p,w,o,e,k,abundant,g
edible,convex,scaly,e,t,none,f,c,b,w,t,bulbous,s,s,w,p,p,w,o,p,k,solitary,d
edible,flat,fibrous,g,t,none,f,c,b,w,t,bulbous,s,s,p,w,p,w,o,p,n,solitary,d
edible,flat,fibrous,n,t,none,f,c,b,n,t,bulbous,s,s,p,w,p,w,o,p,k,solitary,d
edible,convex,fibrous,n,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,n,scattered,g
edible,flat,smooth,n,f,none,f,w,b,n,t,equal,s,f,w,w,p,w,o,e,n,scattered,g
edible,convex,fibrous,w,f,none,f,w,b,n,t,equal,s,s,w,w,p,w,o,e,k,scattered,g
edible,convex,scaly,y,t,almond,f,c,b,p,e,rooted,s,y,w,w,p,w,o,p,n,scattered,p
edible,convex,fibrous,e,t,none,f,c,b,u,t,bulbous,s,s,w,p,p,w,o,p,n,several,d
edible,convex,fibrous,n,f,none,f,w,b,h,t,equal,f,s,w,w,p,w,o,e,k,scattered,g
edible,convex,scaly,n,t,none,f,c,b,p,t,bulbous,s,s,w,g,p,w,o,p,k,several,d
edible,flat,fibrous,g,t,none,f,c,b,n,t,bulbous,s,s,w,p,p,w,o,p,n,solitary,d
edible,convex,fibrous,w,f,none,f,w,b,k,t,equal,f,s,w,w,p,w,o,e,n,abundant,g
edible,convex,scaly,w,t,almond,f,c,b,k,e,club,s,s,w,w,p,w,o,p,k,scattered,m
edible,convex,smooth,n,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,n,scattered,g
edible,flat,smooth,w,f,none,f,w,b,p,t,equal,s,s,w,w,p,w,o,e,n,abundant,g
edible,flat,fibrous,n,t,none,f,c,b,u,t,bulbous,s,s,g,w,p,w,o,p,n,several,d
edible,flat,fibrous,w,f,none,f,w,b,k,t,equal,f,f,w,w,p,w,o,e,k,scattered,g
edible,convex,fibrous,g,t,none,f,c,b,u,t,bulbous,s,s,g,p,p,w,o,p,n,several,d
